district,name,party,incumbent,winner,raised,spent,state
MN07,Michelle Fischbach ,R,False,True,2618450,2580501,Minnesota
MN08,Pete Stauber ,R,True,True,2593190,2608759,Minnesota
MN08,Quinn Nystrom ,D,False,False,1530606,1527005,Minnesota
MS01,Trent Kelly ,R,True,True,876882,826673,Mississippi
MS01,Antonia Eliason ,D,False,False,22281,18174,Mississippi
MS02,Bennie G Thompson ,D,True,True,1377392,1096904,Mississippi
MS03,Michael Guest ,R,True,True,766807,518162,Mississippi
MS04,Steven Palazzo ,R,True,True,817129,747217,Mississippi
MO01,Cori Bush ,D,False,True,1418014,1333512,Missouri
MO02,Ann Wagner ,R,True,True,5598287,6513101,Missouri
MO02,Jill Schupp ,D,False,False,4850948,4830434,Missouri
MO03,Blaine Luetkemeyer ,R,True,True,2022905,2081391,Missouri
MO04,Vicky Hartzler ,R,True,True,1700978,1335607,Missouri
MO04,Lindsey Simmons ,D,False,False,395934,384622,Missouri
MO05,Emanuel Cleaver ,D,True,True,1393847,928061,Missouri
MO05,Ryan Derks ,R,False,False,76488,76488,Missouri
MO06,Sam Graves ,R,True,True,1959516,1654756,Missouri
MO06,Gena Ross ,D,False,False,10170,10530,Missouri
MO07,Billy Long ,R,True,True,1320420,1518234,Missouri
MO07,Audrey Richards ,I,False,False,7985,8113,Missouri
MO08,Jason Smith ,R,True,True,1900227,1514786,Missouri
MO08,Kathryn Ellis ,D,False,False,302428,305387,Missouri
MT01,Kathleen Williams ,D,False,False,6201758,6232286,Montana
MT01,Matt Rosendale ,R,False,True,3674706,3488045,Montana
NE01,Jeff Fortenberry ,R,True,True,1472816,2458330,Nebraska
NE01,Kate Bolz ,D,False,False,1143509,1140371,Nebraska
NE02,Don Bacon ,R,True,True,3749272,3713961,Nebraska
NE02,Kara Eastman ,D,False,False,4414390,4468006,Nebraska
NE03,Adrian Smith ,R,True,True,1506473,1148409,Nebraska
NE03,Mark Elworth Jr ,D,False,False,255,0,Nebraska
NV01,Dina Titus ,D,True,True,706193,587919,Nevada
NV02,Mark Amodei ,R,True,True,1048056,1016673,Nevada
NV02,Patricia Ackerman ,D,False,False,449363,449449,Nevada
NV03,Susie Lee ,D,True,True,4748019,4732009,Nevada
NV03,Dan Rodimer ,R,False,False,2936059,2915216,Nevada
NV04,Steven Horsford ,D,True,True,3492372,3024427,Nevada
NV04,Jim Marchant ,R,False,False,1462772,1419405,Nevada
NV04,Jonathan Royce Esteban ,L,False,False,2788,1603,Nevada
NH01,Chris Pappas ,D,True,True,3205731,3105663,New Hampshire
NH01,Matt Mowers ,R,False,False,1707214,1698761,New Hampshire
NH02,Ann Kuster ,D,True,True,2960033,2970274,New Hampshire
NH02,Steve Negron ,R,False,False,368177,378959,New Hampshire
NJ01,Don Norcross ,D,True,True,2221989,1087264,New Jersey
NJ01,Claire Gustafson ,R,False,False,36520,21761,New Jersey
NJ02,Jeff Van Drew ,R,True,True,4229171,4041493,New Jersey
NJ02,Amy Kennedy ,D,False,False,4984376,4978913,New Jersey
NJ03,Andy Kim ,D,True,True,7241283,6753262,New Jersey
NJ03,David Richter ,R,False,False,1473669,1470648,New Jersey
NJ04,Chris Smith ,R,True,True,1383085,1284522,New Jersey
NJ04,Stephanie Schmid ,D,False,False,699580,658011,New Jersey
NJ05,Josh Gottheimer ,D,True,True,7694027,3487964,New Jersey
NJ05,Frank Pallotta ,R,False,False,1972033,1948705,New Jersey
NJ05,Louis A. Vellucci ,I,False,False,5456,5342,New Jersey
NJ06,Frank Pallone Jr. ,D,True,True,3231755,2021737,New Jersey
NJ07,Tom Malinowski ,D,True,True,7414403,7423758,New Jersey
NJ07,Tom Kean ,R,False,False,3869121,3775442,New Jersey
NJ08,Albio Sires ,D,True,True,605810,551325,New Jersey
NJ09,Bill Pascrell Jr. ,D,True,True,1560550,1795410,New Jersey
NJ09,Billy Prempeh ,R,False,False,44269,35075,New Jersey
NJ10,Donald M Payne Jr. ,D,True,True,593735,457252,New Jersey
NJ11,Mikie Sherrill ,D,True,True,6419707,3733106,New Jersey
NJ11,Rosemary Becchi ,R,False,False,1687532,1686236,New Jersey
NJ12,Bonnie Watson Coleman ,D,True,True,798439,840651,New Jersey
NJ12,Mark Razzoli ,R,False,False,3065,1142,New Jersey
NM01,Debra Haaland ,D,True,True,2246734,1875766,New Mexico
NM01,Michelle Garcia Holmes ,R,False,False,257294,245590,New Mexico
NM02,Xochitl Torres Small ,D,True,False,8387337,8539065,New Mexico
NM02,Yvette Herrell ,R,False,True,2805711,2921785,New Mexico
NM02,Steve Jones ,I,False,False,9405,9505,New Mexico
NM03,Teresa Leger Fernandez ,D,False,True,2296594,2132010,New Mexico
NM03,Alexis Johnson ,R,False,False,147303,147303,New Mexico
NY01,Lee Zeldin ,R,True,True,8396981,8250116,New York
NY01,Nancy Goroff ,D,False,False,7866239,7860977,New York
NY02,Jackie Gordon ,D,False,False,4351881,4334484,New York
NY02,Andrew Garbarino ,R,False,True,1743986,1612132,New York
NY02,Harry Burger ,3,False,False,2430,594,New York
NY03,Tom Suozzi ,D,True,True,2941006,2331302,New York
NY03,George Devolder-Santos ,R,False,False,658883,591239,New York
NY03,Joshua Sauberman ,I,False,False,127,270,New York
NY04,Kathleen Rice ,D,True,True,1106258,1210410,New York
NY04,Douglas Tuman ,R,False,False,134937,130995,New York
NY04,Ed Dennehy ,I,False,False,9031,9031,New York
NY05,Gregory W Meeks ,D,True,True,2097572,1467454,New York
NY05,Amit Lal ,I,False,False,126,0,New York
NY06,Grace Meng ,D,True,True,1292084,1872311,New York
NY06,Thomas Zmich ,R,False,False,133403,131278,New York
NY07,Nydia Velazquez ,D,True,True,803217,676248,New York
NY08,Hakeem Jeffries ,D,True,True,4168717,3293077,New York
NY09,Yvette D Clarke ,D,True,True,1200067,1190143,New York
NY10,Jerrold Nadler ,D,True,True,1848688,1950774,New York
NY10,Cathy Bernstein ,R,False,False,49975,28384,New York
NY10,Jeanne Nigro ,I,False,False,34548,28039,New York
NY10,Michael Madrid ,L,False,False,14326,12149,New York
NY11,Max Rose ,D,True,False,9284434,9499242,New York
NY11,Nicole Malliotakis ,R,False,True,3469995,3447052,New York
NY11,Kemi Akindude ,I,False,False,21261,14697,New York
NY12,Carolyn B Maloney ,D,True,True,3067173,3059202,New York
NY13,Adriano Espaillat ,D,True,True,1087237,1252740,New York
NY13,Lovelynn Gwinn ,R,False,False,39384,39384,New York
NY14,Alexandria Ocasio-Cortez ,D,True,True,20664795,16735422,New York
NY14,John C. Cummings ,R,False,False,11140937,10947758,New York
NY15,Ritchie Torres ,D,False,True,2194025,1804336,New York
NY16,Jamaal Bowman ,D,False,True,2878898,2801424,New York
NY17,Mondaire Jones ,D,False,True,2984052,2186463,New York
NY17,Maureen McArdle Schulman ,R,False,False,54732,60084,New York
NY17,Michael Parietti ,3,False,False,44787,19670,New York
NY18,Sean Patrick Maloney ,D,True,True,2556294,1718525,New York
NY18,Chele Farley ,R,False,False,1186211,1152124,New York
NY18,Scott Smith ,I,False,False,8718,8403,New York
NY19,Antonio Delgado ,D,True,True,5949475,2963286,New York
NY19,Kyle Van De Water ,R,False,False,153796,120097,New York
NY20,Paul Tonko ,D,True,True,1541984,1418994,New York
NY20,Elizabeth Joy ,R,False,False,370852,336845,New York
NY21,Elise Stefanik ,R,True,True,13287248,11655936,New York
NY21,Tedra Cobb ,D,False,False,5586793,5593266,New York
NY22,Anthony Brindisi ,D,True,False,6020190,5772429,New York
NY22,Claudia Tenney ,R,False,False,3051777,2725893,New York
NY23,Tom Reed ,R,True,True,3275177,3145027,New York
NY23,Tracy Mitrano ,D,False,False,1450322,1466128,New York
NY24,John Katko ,R,True,True,3821107,3597234,New York
NY24,Dana Balter ,D,False,False,3212469,3230808,New York
NY25,Joseph D Morelle ,D,True,True,1375366,1274426,New York
NY25,George Mitris ,R,False,False,301376,279047,New York
NY25,Kevin Wilson ,L,False,False,5128,3417,New York
NY26,Brian M Higgins ,D,True,True,1124168,984106,New York
NY27,Chris Jacobs ,R,True,True,2147101,2084271,New York
NY27,Nate McMurray ,D,False,False,1150058,1097111,New York
NY27,Duane Whitmer ,L,False,False,36056,36056,New York
NC01,G K Butterfield ,D,True,True,1032869,880420,North Carolina
NC01,Sandy Smith ,R,False,False,1458375,1437805,North Carolina
NC02,Deborah Ross ,D,False,True,2268381,1816923,North Carolina
NC02,Alan Swain ,R,False,False,119664,119435,North Carolina
NC02,Japheth Matemu ,L,False,False,625,54,North Carolina
NC03,Greg Murphy ,R,True,True,1767790,1505559,North Carolina
NC04,David Price ,D,True,True,1161738,1014872,North Carolina
NC05,Virginia Foxx ,R,True,True,1858388,1944629,North Carolina
NC05,David Wilson Brown ,D,False,False,61596,60668,North Carolina
NC06,Kathy Manning ,D,False,True,2002284,1695596,North Carolina
NC06,Joseph Lee Haywood ,R,False,False,73878,58342,North Carolina
NC06,Jennyfer Bucardo ,I,False,False,750,759,North Carolina
NC07,David Rouzer ,R,True,True,1628458,1038883,North Carolina
NC07,Christopher Ward ,D,False,False,16260,4119,North Carolina
NC08,Richard Hudson ,R,True,True,4135872,4359009,North Carolina
NC08,Patricia Timmons-Goodson ,D,False,False,3855743,3852668,North Carolina
NC09,Dan Bishop ,R,True,True,4090260,4029864,North Carolina
NC09,Cynthia Wallace ,D,False,False,811609,794300,North Carolina
NC10,Patrick McHenry ,R,True,True,2780234,2339363,North Carolina
NC10,David Parker ,D,False,False,30555,30555,North Carolina
NC11,Madison Cawthorn ,R,False,True,4478970,4366783,North Carolina
NC11,Moe Davis ,D,False,False,2251413,2148121,North Carolina
NC12,Alma Adams ,D,True,True,824124,651883,North Carolina
NC12,Bill Brewster ,R,False,False,21950,16763,North Carolina
NC13,Ted Budd ,R,True,True,2294174,1293414,North Carolina
NC13,Scott Huffman ,D,False,False,193334,189967,North Carolina
ND01,Kelly Armstrong ,R,True,True,1269346,1080105,North Dakota
ND01,Zach Raknerud ,D,False,False,28047,26029,North Dakota
OH01,Steve Chabot ,R,True,True,3177647,2861464,Ohio
OH01,Kate Schroder ,D,False,False,4040303,4039798,Ohio
OH01,Kevin Kahn ,L,False,False,12085,8398,Ohio
OH02,Brad Wenstrup ,R,True,True,1794354,1757078,Ohio
OH02,Jaime Castle ,D,False,False,284197,271471,Ohio
OH03,Joyce Beatty ,D,True,True,2237887,2540687,Ohio
OH03,Nicholas Moss ,I,False,False,1258,1248,Ohio
OH04,Jim Jordan ,R,True,True,18313823,12945651,Ohio
OH04,Chris Gibbs ,I,False,False,65807,65807,Ohio
OH05,Bob Latta ,R,True,True,1580952,1477090,Ohio
OH05,Nick Rubando ,D,False,False,249319,247423,Ohio
OH06,Bill Johnson ,R,True,True,1866123,1853361,Ohio
OH06,Shawna Roberts ,D,False,False,262,574,Ohio
OH07,Bob Gibbs ,R,True,True,791888,453928,Ohio
OH07,Quentin Potter ,D,False,False,12976,12976,Ohio
OH07,Brandon Lape ,L,False,False,3348,2713,Ohio
OH08,Warren Davidson ,R,True,True,1016740,841533,Ohio
OH08,Vanessa Enoch ,D,False,False,40270,37546,Ohio
OH09,Marcy Kaptur ,D,True,True,1090395,979798,Ohio
OH09,Rob Weber ,R,False,False,134898,123262,Ohio
OH10,Michael R Turner ,R,True,True,1752255,1736283,Ohio
OH10,Desiree Tims ,D,False,False,2040760,2024010,Ohio
OH11,Marcia Fudge ,D,True,True,755787,499820,Ohio
OH11,Laverne Gore ,R,False,False,157044,156827,Ohio
OH12,Troy Balderson ,R,True,True,2016826,1995665,Ohio
OH12,Alaina Shearer ,D,False,False,1033711,1025410,Ohio
OH12,John Stewart ,L,False,False,75170,66382,Ohio
OH13,Tim Ryan ,D,True,True,1972446,2071454,Ohio
OH13,Christina Hagan ,R,False,False,861723,820660,Ohio
OH14,David P Joyce ,R,True,True,2917696,2501449,Ohio
OH14,Hillary O'Connor Mueri ,D,False,False,579877,574646,Ohio
OH15,Steve Stivers ,R,True,True,3004799,2293101,Ohio
OH15,Joel Newby ,D,False,False,55797,55797,Ohio
OH16,Anthony Gonzalez ,R,True,True,2338195,1839807,Ohio
OH16,Aaron Godfrey ,D,False,False,60294,60430,Ohio
OK01,Kevin Hern ,R,True,True,1094104,830366,Oklahoma
OK01,Kojo Asamoa-Caesar ,D,False,False,157355,173928,Oklahoma
OK02,Markwayne Mullin ,R,True,True,1660206,1077939,Oklahoma
OK02,Danyell Lanier ,D,False,False,41730,41722,Oklahoma
OK03,Frank D Lucas ,R,True,True,872749,1036145,Oklahoma
OK04,Tom Cole ,R,True,True,1812530,1753697,Oklahoma
OK04,Mary Brannon ,D,False,False,-2084,1599,Oklahoma
OK05,Kendra Horn ,D,True,False,5949800,5946195,Oklahoma
OK05,Stephanie Bice ,R,False,True,3720520,3508929,Oklahoma
OR01,Suzanne Bonamici ,D,True,True,959223,864627,Oregon
OR01,Chris Christensen ,R,False,False,144,672,Oregon
OR02,Cliff Bentz ,R,False,True,1450780,1361727,Oregon
OR02,Alex Spenser ,D,False,False,20640,5089,Oregon
OR03,Earl Blumenauer ,D,True,True,1813365,1948453,Oregon
OR03,Joanna Harbour ,R,False,False,17681,14502,Oregon
OR04,Peter DeFazio ,D,True,True,5182843,5781074,Oregon
OR04,Alek Skarlatos ,R,False,False,5454621,5331264,Oregon
OR05,Kurt Schrader ,D,True,True,2018692,1922073,Oregon
OR05,Amy Ryan Courser ,R,False,False,231624,221041,Oregon
PA01,Brian Fitzpatrick ,R,True,True,4203825,4272135,Pennsylvania
PA01,Christina Finello ,D,False,False,2336814,2329748,Pennsylvania
PA02,Brendan Boyle ,D,True,True,1556650,756317,Pennsylvania
PA03,Dwight Evans ,D,True,True,942386,781265,Pennsylvania
PA04,Madeleine Dean ,D,True,True,1435995,1005928,Pennsylvania
PA04,Kathy Barnette ,R,False,False,1000389,884640,Pennsylvania
PA04,Joe Tarshish ,I,False,False,24038,23738,Pennsylvania
PA05,Mary Gay Scanlon ,D,True,True,1455042,1350276,Pennsylvania
PA05,Dasha Pruett ,R,False,False,105146,82437,Pennsylvania
PA06,Chrissy Houlahan ,D,True,True,3484484,1327283,Pennsylvania
PA06,John Emmons ,R,False,False,608859,601390,Pennsylvania
PA06,John McHugh ,I,False,False,6165,4410,Pennsylvania
PA07,Susan Wild ,D,True,True,4581056,4528267,Pennsylvania
PA08,Matt Cartwright ,D,True,True,3885136,4144070,Pennsylvania
PA08,Jim Bognet ,R,False,False,1519527,1386040,Pennsylvania
PA09,Dan Meuser ,R,True,True,1071961,944010,Pennsylvania
PA09,Gary Wegman ,D,False,False,188787,187348,Pennsylvania
PA10,Scott Perry ,R,True,False,3956481,3839197,Pennsylvania
PA10,Eugene DePasquale ,D,False,False,4534580,4526684,Pennsylvania
PA11,Lloyd Smucker ,R,True,True,1349318,662704,Pennsylvania
PA11,Sarah Hammond ,D,False,False,28733,23458,Pennsylvania
PA12,Fred Keller ,R,True,True,1541938,1066158,Pennsylvania
PA12,Lee Griffin ,D,False,False,45850,44571,Pennsylvania
PA12,Liz Terwilliger ,L,False,False,6211,5937,Pennsylvania
PA13,John Joyce ,R,True,True,1119769,461229,Pennsylvania
PA13,Todd Rowley ,D,False,False,60348,67527,Pennsylvania
PA14,Guy Reschenthaler ,R,True,True,2250282,1580488,Pennsylvania
PA14,Bill Marx ,D,False,False,60403,45959,Pennsylvania
PA15,Glenn Thompson ,R,True,True,1700061,1839073,Pennsylvania
PA16,Mike Kelly ,R,True,True,2239488,1319340,Pennsylvania
PA16,Kristy Gnibus ,D,False,False,584205,579453,Pennsylvania
PA17,Conor Lamb ,D,True,True,4063114,3448850,Pennsylvania
PA17,Sean Parnell ,R,False,False,3935774,3732399,Pennsylvania
PA18,Mike Doyle ,D,True,True,1008711,999692,Pennsylvania
PA18,Luke Negron ,R,False,False,57714,51666,Pennsylvania
RI01,David Cicilline ,D,True,True,1574854,1743173,Rhode Island
RI02,Jim Langevin ,D,True,True,1102312,1422339,Rhode Island
RI02,Bob Lancia ,R,False,False,55549,47877,Rhode Island
SC01,Joe Cunningham ,D,True,False,6941746,6993962,South Carolina
SC01,Nancy Mace ,R,False,True,5766726,5707239,South Carolina
SC02,Joe Wilson ,R,True,True,1648065,1723956,South Carolina
SC02,Adair Boroughs ,D,False,False,2510526,2507664,South Carolina
SC03,Jeff Duncan ,R,True,True,1509647,1271872,South Carolina
SC03,Hosea Cleveland ,D,False,False,43214,45107,South Carolina
SC04,William Timmons ,R,True,True,977784,982233,South Carolina
SC04,Kim Nelson ,D,False,False,167825,167508,South Carolina
SC05,Ralph Norman ,R,True,True,991246,859747,South Carolina
SC05,Moe Brown ,D,False,False,480648,477295,South Carolina
SC06,James E Clyburn ,D,True,True,3406945,2332128,South Carolina
SC07,Tom Rice ,R,True,True,1405738,1242208,South Carolina
SC07,Melissa Watson ,D,False,False,147623,147623,South Carolina
SC07,Larry Guy Hammond ,L,False,False,199,199,South Carolina
SD01,Dusty Johnson ,R,True,True,1693504,699356,South Dakota
TN01,Diana Harshbarger ,R,False,True,2126946,1869100,Tennessee
TN01,Blair Nicole Walsingham ,D,False,False,140209,134995,Tennessee
TN02,Tim Burchett ,R,True,True,1336276,878488,Tennessee
TN02,Renee Hoyos ,D,False,False,812784,816793,Tennessee
TN03,Chuck Fleischmann ,R,True,True,1051653,381411,Tennessee
TN03,Meg Gorman ,D,False,False,85843,77760,Tennessee
TN04,Scott Desjarlais ,R,True,True,331464,392499,Tennessee
TN04,Christopher Hale ,D,False,False,308731,302996,Tennessee
TN05,Jim Cooper ,D,True,True,936569,1332131,Tennessee
TN06,John Rose ,R,True,True,1050429,625688,Tennessee
TN07,Mark Green ,R,True,True,1194960,935487,Tennessee
TN07,Kiran Sreepada ,D,False,False,206644,207191,Tennessee
TN07,Ronald Brown ,I,False,False,1750,0,Tennessee
TN07,Scott Vieira Jr ,I,False,False,655,1049,Tennessee
TN08,David Kustoff ,R,True,True,1641217,999285,Tennessee
TN08,Erika Stotts Pearson ,D,False,False,19070,15883,Tennessee
TN09,Steve Cohen ,D,True,True,607570,457311,Tennessee
TN09,Charlotte Bergmann ,R,False,False,99147,100532,Tennessee
TN09,Dennis Clark ,I,False,False,9991,9919,Tennessee
TX01,Louis B Gohmert Jr. ,R,True,True,552915,580441,Texas
TX01,Hank Gilbert ,D,False,False,968155,734411,Texas
TX02,Dan Crenshaw ,R,True,True,19427865,17596329,Texas
TX02,Sima Ladjevardian ,D,False,False,3832697,3825287,Texas
TX02,Elliott Scheirman ,L,False,False,15374,14296,Texas
TX03,Van Taylor ,R,True,True,2655327,2825378,Texas
TX03,Helane Seikaly ,D,False,False,1635185,1634843,Texas
TX04,Patrick Fallon ,R,False,True,257174,95065,Texas
TX04,Tracy Shawn Jones ,I,False,False,13002,10595,Texas
TX05,Lance Gooden ,R,True,True,1610327,1311983,Texas
TX05,Carolyn Salter ,D,False,False,317848,289112,Texas
TX05,Kevin Hale ,L,False,False,18405,6508,Texas
TX06,Ron Wright ,R,True,True,912134,907693,Texas
TX06,Stephen Daniel ,D,False,False,680402,677568,Texas
TX07,Lizzie Fletcher ,D,True,True,6265165,6246136,Texas
TX07,Wesley Hunt ,R,False,False,7524064,7300122,Texas
TX08,Kevin Brady ,R,True,True,3570477,3190447,Texas
TX08,Elizabeth Hernandez ,D,False,False,17227,14981,Texas
TX09,Al Green ,D,True,True,460332,486155,Texas
TX09,Johnny Teague ,R,False,False,89965,88366,Texas
TX10,Michael McCaul ,R,True,True,3856477,3910930,Texas
TX10,Mike Siegel ,D,False,False,2873926,2829765,Texas
TX11,August Pfluger ,R,False,True,2578540,1984134,Texas
TX11,Jon Mark Hogg ,D,False,False,137730,135141,Texas
TX12,Kay Granger ,R,True,True,3161288,3271815,Texas
TX12,Lisa Welch ,D,False,False,98465,98475,Texas
TX12,Trey Holcomb ,L,False,False,967,457,Texas
TX13,Ronny Jackson ,R,False,True,2128271,1741132,Texas
TX13,Gus Trujillo ,D,False,False,22826,18820,Texas
TX14,Randy Weber ,R,True,True,936202,924659,Texas
TX14,Adrienne Bell ,D,False,False,244754,240934,Texas
TX14,Cyrus Sajna ,I,False,False,35096,34942,Texas
TX14,Michael David Sanchez ,I,False,False,100,12,Texas
TX15,Vicente Gonzalez ,D,True,True,1008381,657500,Texas
TX15,Monica De La Cruz Hernandez ,R,False,False,344893,338832,Texas
TX16,Veronica Escobar ,D,True,True,1135549,1087693,Texas
TX16,Irene Armendariz-Jackson ,R,False,False,168997,153671,Texas
TX17,Pete Sessions ,R,False,True,1447958,1658637,Texas
TX17,Rick Kennedy ,D,False,False,200668,202096,Texas
TX17,Ted Brown ,L,False,False,3041,3041,Texas
TX18,Sheila Jackson Lee ,D,True,True,924480,838414,Texas
TX18,Wendell Champion ,R,False,False,305645,271278,Texas
TX19,Jodey Arrington ,R,True,True,2497184,1932700,Texas
TX19,Tom Watson ,D,False,False,49405,60806,Texas
TX20,Joaquin Castro ,D,True,True,674061,686934,Texas
TX20,Mauro Garza ,R,False,False,263293,240930,Texas
TX21,Chip Roy ,R,True,True,5005639,4679362,Texas
TX21,Wendy Davis ,D,False,False,10263486,10201874,Texas
TX21,Michael Felts ,I,False,False,3570,1851,Texas
TX22,Sri Kulkarni ,D,False,False,5639061,5630098,Texas
TX22,Troy Nehls ,R,False,True,1806655,1787448,Texas
TX23,Gina Ortiz Jones ,D,False,False,6755222,6842440,Texas
TX23,Tony Gonzales ,R,False,True,2797133,2764108,Texas
TX24,Candace Valenzuela ,D,False,False,4886999,4875031,Texas
TX24,Beth Van Duyne ,R,False,True,3410852,3342442,Texas
TX24,Stephen Kuzmich ,I,False,False,175504,201332,Texas
TX24,Mark Bauer ,I,False,False,26342,26542,Texas
TX24,Darren Hamilton ,L,False,False,570,212,Texas
TX25,Roger Williams ,R,True,True,2435121,3347267,Texas
TX25,Julie Oliver ,D,False,False,2190347,2176319,Texas
TX26,Michael Burgess ,R,True,True,1806588,2081391,Texas
TX26,Carol Iannuzzi ,D,False,False,95937,95937,Texas
TX27,Michael Cloud ,R,True,True,1014427,829748,Texas
TX27,Ricardo De La Fuente ,D,False,False,312096,312096,Texas
TX28,Henry Cuellar ,D,True,True,2655317,3650848,Texas
TX28,Sandra Whitten ,R,False,False,24760,27354,Texas
TX29,Sylvia Garcia ,D,True,True,818984,758382,Texas
TX29,Jaimy Blanco ,R,False,False,4378,0,Texas
TX30,Eddie Bernice Johnson ,D,True,True,589096,494547,Texas
TX30,Demetrick Pennie ,R,False,False,311109,305446,Texas
TX31,John Carter ,R,True,True,2160187,2214487,Texas
TX31,Donna Imam ,D,False,False,1035222,1035272,Texas
TX32,Colin Allred ,D,True,True,5667725,5611747,Texas
TX32,Genevieve Collins ,R,False,False,5923081,5915256,Texas
TX32,Jason Sigmon ,I,False,False,11791,11651,Texas
TX33,Marc Veasey ,D,True,True,1621929,1613446,Texas
TX33,Fabian Cordova Vasquez ,R,False,False,36692,25585,Texas
TX34,Filemon Vela ,D,True,True,983026,1024180,Texas
TX34,Rey Gonzalez ,R,False,False,37118,37446,Texas
TX35,Lloyd Doggett ,D,True,True,1336576,424804,Texas
TX35,Jennifer Sharon ,R,False,False,19011,14442,Texas
TX35,Jason Mata ,I,False,False,2632,2632,Texas
TX36,Brian Babin ,R,True,True,1345351,1297185,Texas
TX36,Brandon Rashad Lewis ,D,False,False,21714,12278,Texas
UT01,Blake Moore ,R,False,True,844377,816015,Utah
UT01,Darren Parry ,D,False,False,41218,40904,Utah
UT02,Chris Stewart ,R,True,True,835139,812462,Utah
UT02,John Kael Weston ,D,False,False,344774,306872,Utah
UT02,Joe Jarvis ,3,False,False,22989,22989,Utah
UT03,John Curtis ,R,True,True,874311,687265,Utah
UT03,Devin Thorpe ,D,False,False,191412,190200,Utah
UT03,Thomas G. McNeill ,3,False,False,5516,5516,Utah
UT03,Russel Fugal ,I,False,False,393,346,Utah
UT04,Ben McAdams ,D,True,False,5613542,5555591,Utah
UT04,Burgess Owens ,R,False,True,5129475,5049146,Utah
UT04,Jonia Broderick ,3,False,False,21394,21265,Utah
VT01,Peter Welch ,D,True,True,847320,865252,Vermont
VA01,Rob Wittman ,R,True,True,1969785,2140375,Virginia
VA01,Qasim Rashid ,D,False,False,1559108,1559108,Virginia
VA02,Elaine Luria ,D,True,True,6522276,6387474,Virginia
VA02,Scott Taylor ,R,False,False,2452292,2446410,Virginia
VA03,Bobby Scott ,D,True,True,873126,832419,Virginia
VA03,John Collick ,R,False,False,167146,165080,Virginia
VA04,Donald McEachin ,D,True,True,961412,963788,Virginia
VA04,Leon Benjamin ,R,False,False,545354,523429,Virginia
VA05,Cameron Webb ,D,False,False,5755917,5750924,Virginia
VA05,Bob Good ,R,False,True,1373867,1323530,Virginia
VA06,Ben Cline ,R,True,True,892955,672928,Virginia
VA06,Nicholas Betts ,D,False,False,56190,54205,Virginia
VA07,Abigail Spanberger ,D,True,True,8387680,7852213,Virginia
VA07,Nick Freitas ,R,False,False,3629431,3600108,Virginia
VA08,Don Beyer ,D,True,True,1729482,2071906,Virginia
VA08,Jeff Jordan ,R,False,False,96035,96035,Virginia
VA08,Heerak Christian Kim ,I,False,False,2036,1921,Virginia
VA09,Morgan Griffith ,R,True,True,873612,463916,Virginia
VA10,Jennifer Wexton ,D,True,True,3855331,1772250,Virginia
VA10,Aliscia Andrews ,R,False,False,1567598,1413145,Virginia
VA11,Gerry Connolly ,D,True,True,1998592,1811776,Virginia
VA11,Manga Anantatmula ,R,False,False,282152,268326,Virginia
VA11,Stevan Porter ,L,False,False,533,1316,Virginia
WA01,Suzan DelBene ,D,True,True,2182985,1897162,Washington
WA01,Jeffrey Beeler ,R,False,False,61970,62279,Washington
WA02,Rick Larsen ,D,True,True,1275127,1219489,Washington
WA02,Tim Hazelo ,R,False,False,49478,49322,Washington
WA03,Jaime Herrera Beutler ,R,True,True,4566383,4540148,Washington
WA03,Carolyn Long ,D,False,False,4130540,4142685,Washington
WA04,Dan Newhouse ,R,True,True,1173464,991174,Washington
WA04,Doug McKinley ,D,False,False,57666,54227,Washington
WA05,Cathy McMorris Rodgers ,R,True,True,4349448,3432572,Washington
WA05,Dave Wilson ,D,False,False,109636,109636,Washington
WA06,Derek Kilmer ,D,True,True,2524026,2531111,Washington
WA06,Elizabeth Kreiselmaier ,R,False,False,156123,145108,Washington
WA07,Pramila Jayapal ,D,True,True,2630000,1530626,Washington
WA07,Craig Keller ,R,False,False,2904,3703,Washington
WA08,Kim Schrier ,D,True,True,5422491,3774398,Washington
WA08,Jesse Jensen ,R,False,False,852396,842269,Washington
WA09,Adam Smith ,D,True,True,1324761,930710,Washington
WA09,Doug Basler ,R,False,False,22536,18328,Washington
WA10,Marilyn Strickland ,D,False,True,1812659,1780633,Washington
WA10,Beth Doglio ,D,False,False,1477678,1477678,Washington
WV01,David McKinley ,R,True,True,1092609,1085864,West Virginia
WV01,Natalie Ms. Cline ,D,False,False,81032,81881,West Virginia
WV02,Alex Mooney ,R,True,True,2155978,864001,West Virginia
WV02,Catherine Kunkel ,D,False,False,641567,641567,West Virginia
WV03,Carol Miller ,R,True,True,869210,720796,West Virginia
WV03,Hilary Turner ,D,False,False,99214,98769,West Virginia
WV03,Belinda Fox-Spencer ,I,False,False,5207,5207,West Virginia
WI01,Bryan Steil ,R,True,True,3500849,3151701,Wisconsin
WI01,Roger Polack ,D,False,False,536228,526431,Wisconsin
WI02,Mark Pocan ,D,True,True,1290582,1014628,Wisconsin
WI02,Peter Theron ,R,False,False,35753,33977,Wisconsin
WI03,Ron Kind ,D,True,True,2989262,4435403,Wisconsin
WI03,Derrick Van Orden ,R,False,False,1962443,1948639,Wisconsin
WI04,Gwen Moore ,D,True,True,1183995,1166739,Wisconsin
WI05,Scott Fitzgerald ,R,False,True,1155721,968406,Wisconsin
